Feature,Importance,Rank,Seed,Cohort
cyto_cbf_new,0,204,1011,Test
cyto_cbf_unknown,0,205,1011,Test
cyto_t_15_17_FALSE.,0,206,1011,Test
cyto_t_15_17_TRUE.,0,207,1011,Test
cyto_t_15_17_new,0,208,1011,Test
cyto_t_15_17_unknown,0,209,1011,Test
cyto_inv3_FALSE.,0,210,1011,Test
cyto_inv3_TRUE.,0,211,1011,Test
cyto_inv3_new,0,212,1011,Test
cyto_inv3_unknown,0,213,1011,Test
cyto_t_6_9_FALSE.,0,214,1011,Test
cyto_t_6_9_TRUE.,0,215,1011,Test
cyto_t_6_9_new,0,216,1011,Test
cyto_t_6_9_unknown,0,217,1011,Test
cyto_5_7_abn_FALSE.,0,218,1011,Test
cyto_5_7_abn_TRUE.,0,219,1011,Test
cyto_5_7_abn_new,0,220,1011,Test
cyto_5_7_abn_unknown,0,221,1011,Test
cyto_plus8_FALSE.,0,222,1011,Test
cyto_plus8_TRUE.,0,223,1011,Test
cyto_plus8_new,0,224,1011,Test
cyto_plus8_unknown,0,225,1011,Test
cyto_normal_FALSE.,0,226,1011,Test
cyto_normal_TRUE.,0,227,1011,Test
cyto_normal_new,0,228,1011,Test
cyto_normal_unknown,0,229,1011,Test
eln_clean_Intermediate,0,230,1011,Test
eln_clean_new,0,231,1011,Test
eln_clean_unknown,0,232,1011,Test
eln_clean_Favorable,4.279931386311849e-6,1,2025,Test
age_dx,1.5397071838378907e-6,2,2025,Test
EGF,1.3604164123535157e-6,3,2025,Test
IL10,9.166399637858072e-7,4,2025,Test
npm1_TRUE.,5.880991617838542e-7,5,2025,Test
HSC.like,5.617141723632812e-7,6,2025,Test
IL15,5.311965942382812e-7,7,2025,Test
CXCR2,4.439353942871094e-7,8,2025,Test
CXCL9,4.1739145914713545e-7,9,2025,Test
IL33,3.4459431966145834e-7,10,2025,Test
BSG,3.1566619873046877e-7,11,2025,Test
wbc,2.994537353515625e-7,12,2025,Test
CST3,2.1950403849283856e-7,13,2025,Test
T cells CD4 memory activated,2.0567576090494792e-7,14,2025,Test
HSC.Prog,1.9788742065429687e-7,15,2025,Test
CXCL12,1.4336903889973957e-7,16,2025,Test
SASP,1.4193852742513022e-7,17,2025,Test
T cells CD4 memory resting,1.357396443684896e-7,18,2025,Test
creatinine,1.3224283854166666e-7,19,2025,Test
Plasma cells,1.2795130411783853e-7,20,2025,Test
CXCL2,1.1857350667317709e-7,21,2025,Test
B cells memory,1.1221567789713542e-7,22,2025,Test
ELANE,1.1189778645833333e-7,23,2025,Test
NK cells resting,9.504954020182292e-8,24,2025,Test
IFNB1,8.678436279296875e-8,25,2025,Test
Progenitor.like,8.424123128255208e-8,26,2025,Test
npm1_FALSE.,7.851918538411458e-8,27,2025,Test
CXCL5,7.836023966471354e-8,28,2025,Test
Myeloid,7.740656534830729e-8,29,2025,Test
CXCR1,7.692972819010416e-8,30,2025,Test
CCL5,7.677078247070313e-8,31,2025,Test
B cells naive,7.390975952148437e-8,32,2025,Test
blasts_pb,7.073084513346355e-8,33,2025,Test
GMP.like,6.802876790364583e-8,34,2025,Test
MMP2,6.739298502604167e-8,35,2025,Test
Stroma,6.691614786783854e-8,36,2025,Test
IL1A,6.469090779622395e-8,37,2025,Test
FGF2,6.437301635742188e-8,38,2025,Test
MHC2,6.341934204101563e-8,39,2025,Test
Myeloid.like,5.880991617838542e-8,40,2025,Test
IL18,5.737940470377604e-8,41,2025,Test
Monocytes,5.435943603515625e-8,42,2025,Test
IFNG,5.3882598876953127e-8,43,2025,Test
blasts_bm,5.292892456054688e-8,44,2025,Test
Exhausted.T.cells,4.975001017252604e-8,45,2025,Test
Apoptosis,4.371007283528646e-8,46,2025,Test
CXCL11,3.7352244059244794e-8,47,2025,Test
cDC.like,3.655751546223959e-8,48,2025,Test
GMP,3.337860107421875e-8,49,2025,Test
SERPINE1,3.226598103841146e-8,50,2025,Test
HBEGF,3.0676523844401045e-8,51,2025,Test
LTR.ERVK,3.0358632405598957e-8,52,2025,Test
Mast cells resting,3.0040740966796875e-8,53,2025,Test
Cytolytic_score,2.8292338053385418e-8,54,2025,Test
CSTB,2.7020772298177085e-8,55,2025,Test
CCL3,2.5908152262369794e-8,56,2025,Test
VEGFA,2.4477640787760417e-8,57,2025,Test
TGFA,2.3365020751953126e-8,58,2025,Test
IL1B,2.209345499674479e-8,59,2025,Test
albumin,2.193450927734375e-8,60,2025,Test
LTR.ERV1,2.1616617838541668e-8,61,2025,Test
IL11,2.1457672119140624e-8,62,2025,Test
LINE.L1,2.09808349609375e-8,63,2025,Test
MMP1,1.9868214925130207e-8,64,2025,Test
T cells CD8,1.875559488932292e-8,65,2025,Test
lymph_pct,1.811981201171875e-8,66,2025,Test
RMSE,1.7166137695312502e-8,67,2025,Test
IL4,1.6689300537109377e-8,68,2025,Test
Eosinophils,1.5735626220703126e-8,69,2025,Test
CXCL10,1.509984334309896e-8,70,2025,Test
Monocyte.like,1.430511474609375e-8,71,2025,Test
LTR.ERVL,1.3987223307291668e-8,72,2025,Test
IL12A,1.3669331868489583e-8,73,2025,Test
HGF,1.33514404296875e-8,74,2025,Test
CCL2,1.1920928955078126e-8,75,2025,Test
TEK,1.1920928955078126e-8,76,2025,Test
platelet,1.1603037516276043e-8,77,2025,Test
IL1RN,1.1444091796875e-8,78,2025,Test
Neutrophils,1.0808308919270834e-8,79,2025,Test
hemoglobin,1.0649363199869792e-8,80,2025,Test
T cells follicular helper,1.0490417480468751e-8,81,2025,Test
Promono.like,9.854634602864583e-9,82,2025,Test
sex_Female,9.854634602864583e-9,83,2025,Test
hematocrit,9.5367431640625e-9,84,2025,Test
Proliferation,9.059906005859375e-9,85,2025,Test
mono_pct,8.742014567057292e-9,86,2025,Test
Macrophages M2,8.742014567057292e-9,87,2025,Test
Cellular_senescence,8.424123128255209e-9,88,2025,Test
Macrophages M0,8.424123128255209e-9,89,2025,Test
ldh,8.106231689453126e-9,90,2025,Test
MMP9,8.106231689453126e-9,91,2025,Test
CCL4,8.106231689453126e-9,92,2025,Test
LINE.L2,7.788340250651043e-9,93,2025,Test
Macrophages M1,7.62939453125e-9,94,2025,Test
IL13,6.993611653645833e-9,95,2025,Test
T.cell.senescence,6.8346659342447925e-9,96,2025,Test
CXCL1,6.834665934244792e-9,97,2025,Test
IL6,6.67572021484375e-9,98,2025,Test
Cytotoxicity,6.516774495442709e-9,99,2025,Test
CFD,6.039937337239583e-9,100,2025,Test
SINE.Alu,5.086263020833333e-9,101,2025,Test
eln_clean_Unknown,5.086263020833333e-9,102,2025,Test
ARG1,4.6094258626302086e-9,103,2025,Test
TGFB1,3.973642985026042e-9,104,2025,Test
SINE.MIR,3.973642985026042e-9,105,2025,Test
Mast cells activated,3.178914388020833e-9,106,2025,Test
LTR.ERVL.MaLR,3.178914388020833e-9,107,2025,Test
eln_clean_Adverse,2.702077229817708e-9,108,2025,Test
LINE.CR1,1.9073486328125e-9,109,2025,Test
sex_Male,1.430511474609375e-9,110,2025,Test
flt3_itd_ar,9.536743164062498e-10,111,2025,Test
T cells CD4 naive,0,112,2025,Test
T cells regulatory (Tregs),0,113,2025,Test
T cells gamma delta,0,114,2025,Test
NK cells activated,0,115,2025,Test
Dendritic cells resting,0,116,2025,Test
Dendritic cells activated,0,117,2025,Test
CX3CL1,0,118,2025,Test
IL2,0,119,2025,Test
IL5,0,120,2025,Test
FGF1,0,121,2025,Test
MMP3,0,122,2025,Test
CSF2,0,123,2025,Test
IL25,0,124,2025,Test
IFNA1,0,125,2025,Test
sex_new,0,126,2025,Test
sex_unknown,0,127,2025,Test
prior_mds_FALSE.,0,128,2025,Test
prior_mds_TRUE.,0,129,2025,Test
prior_mds_new,0,130,2025,Test
prior_mds_unknown,0,131,2025,Test
prior_mpn_FALSE.,0,132,2025,Test
prior_mpn_TRUE.,0,133,2025,Test
prior_mpn_new,0,134,2025,Test
prior_mpn_unknown,0,135,2025,Test
secondary_aml_FALSE.,0,136,2025,Test
secondary_aml_TRUE.,0,137,2025,Test
secondary_aml_new,0,138,2025,Test
secondary_aml_unknown,0,139,2025,Test
flt3_itd_FALSE.,0,140,2025,Test
flt3_itd_TRUE.,0,141,2025,Test
flt3_itd_new,0,142,2025,Test
flt3_itd_unknown,0,143,2025,Test
npm1_new,0,144,2025,Test
npm1_unknown,0,145,2025,Test
runx1_FALSE.,0,146,2025,Test
runx1_TRUE.,0,147,2025,Test
runx1_new,0,148,2025,Test
runx1_unknown,0,149,2025,Test
asxl1_FALSE.,0,150,2025,Test
asxl1_TRUE.,0,151,2025,Test
asxl1_new,0,152,2025,Test
asxl1_unknown,0,153,2025,Test
tp53_FALSE.,0,154,2025,Test
tp53_TRUE.,0,155,2025,Test
tp53_new,0,156,2025,Test
tp53_unknown,0,157,2025,Test
DNMT3A_FALSE.,0,158,2025,Test
DNMT3A_TRUE.,0,159,2025,Test
DNMT3A_new,0,160,2025,Test
DNMT3A_unknown,0,161,2025,Test
IDH1_FALSE.,0,162,2025,Test
IDH1_TRUE.,0,163,2025,Test
IDH1_new,0,164,2025,Test
IDH1_unknown,0,165,2025,Test
IDH2_FALSE.,0,166,2025,Test
IDH2_TRUE.,0,167,2025,Test
IDH2_new,0,168,2025,Test
IDH2_unknown,0,169,2025,Test
KRAS_FALSE.,0,170,2025,Test
KRAS_TRUE.,0,171,2025,Test
KRAS_new,0,172,2025,Test
KRAS_unknown,0,173,2025,Test
NRAS_FALSE.,0,174,2025,Test
NRAS_TRUE.,0,175,2025,Test
NRAS_new,0,176,2025,Test
NRAS_unknown,0,177,2025,Test
PTPN11_FALSE.,0,178,2025,Test
PTPN11_TRUE.,0,179,2025,Test
PTPN11_new,0,180,2025,Test
PTPN11_unknown,0,181,2025,Test
spliceosome_FALSE.,0,182,2025,Test
spliceosome_TRUE.,0,183,2025,Test
spliceosome_new,0,184,2025,Test
spliceosome_unknown,0,185,2025,Test
cohesin_FALSE.,0,186,2025,Test
cohesin_TRUE.,0,187,2025,Test
cohesin_new,0,188,2025,Test
cohesin_unknown,0,189,2025,Test
ras_pathway_FALSE.,0,190,2025,Test
ras_pathway_TRUE.,0,191,2025,Test
ras_pathway_new,0,192,2025,Test
ras_pathway_unknown,0,193,2025,Test
cyto_t_8_21_FALSE.,0,194,2025,Test
cyto_t_8_21_TRUE.,0,195,2025,Test
cyto_t_8_21_new,0,196,2025,Test
cyto_t_8_21_unknown,0,197,2025,Test
cyto_inv16_FALSE.,0,198,2025,Test
cyto_inv16_TRUE.,0,199,2025,Test
cyto_inv16_new,0,200,2025,Test
cyto_inv16_unknown,0,201,2025,Test
cyto_cbf_FALSE.,0,202,2025,Test
cyto_cbf_TRUE.,0,203,2025,Test
cyto_cbf_new,0,204,2025,Test
cyto_cbf_unknown,0,205,2025,Test
cyto_t_15_17_FALSE.,0,206,2025,Test
cyto_t_15_17_TRUE.,0,207,2025,Test
cyto_t_15_17_new,0,208,2025,Test
cyto_t_15_17_unknown,0,209,2025,Test
cyto_inv3_FALSE.,0,210,2025,Test
cyto_inv3_TRUE.,0,211,2025,Test
cyto_inv3_new,0,212,2025,Test
cyto_inv3_unknown,0,213,2025,Test
cyto_t_6_9_FALSE.,0,214,2025,Test
cyto_t_6_9_TRUE.,0,215,2025,Test
cyto_t_6_9_new,0,216,2025,Test
cyto_t_6_9_unknown,0,217,2025,Test
cyto_5_7_abn_FALSE.,0,218,2025,Test
cyto_5_7_abn_TRUE.,0,219,2025,Test
cyto_5_7_abn_new,0,220,2025,Test
cyto_5_7_abn_unknown,0,221,2025,Test
cyto_plus8_FALSE.,0,222,2025,Test
cyto_plus8_TRUE.,0,223,2025,Test
cyto_plus8_new,0,224,2025,Test
cyto_plus8_unknown,0,225,2025,Test
cyto_normal_FALSE.,0,226,2025,Test
cyto_normal_TRUE.,0,227,2025,Test
cyto_normal_new,0,228,2025,Test
cyto_normal_unknown,0,229,2025,Test
eln_clean_Intermediate,0,230,2025,Test
eln_clean_new,0,231,2025,Test
eln_clean_unknown,0,232,2025,Test
